series,date,type,value
growth_qoq,2024-01-01,e5,-0.948
growth_qoq,2024-01-01,e6,-1.443
growth_qoq,2024-04-01,e0,1.618
growth_qoq,2024-04-01,e1,-1.063
growth_qoq,2024-04-01,e2,-0.337
growth_qoq,2024-04-01,e3,5.819
growth_qoq,2024-04-01,e5,2.72
growth_qoq,2024-04-01,e6,4.61
growth_qoq,2024-07-01,e0,3.84
growth_qoq,2024-07-01,e1,9.192
growth_qoq,2024-07-01,e2,8.52
growth_qoq,2024-07-01,e3,-0.387
growth_qoq,2024-07-01,e5,4.913
growth_qoq,2024-07-01,e6,4.619
