series,date,sector,value
growth_qoq,2021-07-01,p3,2.686
growth_qoq,2021-07-01,p4,-6.589
growth_qoq,2021-07-01,p5,0.707
growth_qoq,2021-07-01,p6,-19.112
growth_qoq,2021-10-01,p0,12.162
growth_qoq,2021-10-01,p1,6.195
growth_qoq,2021-10-01,p2,17.501
growth_qoq,2021-10-01,p3,13.255
growth_qoq,2021-10-01,p4,6.76
growth_qoq,2021-10-01,p5,12.272
growth_qoq,2021-10-01,p6,22.497
growth_qoq,2022-01-01,p0,-0.486
growth_qoq,2022-01-01,p1,-9.845
growth_qoq,2022-01-01,p2,27.584
growth_qoq,2022-01-01,p3,-3.271
growth_qoq,2022-01-01,p4,7.252
growth_qoq,2022-01-01,p5,-1.93
growth_qoq,2022-01-01,p6,-8.963
growth_qoq,2022-04-01,p0,5.34
growth_qoq,2022-04-01,p1,14.045
growth_qoq,2022-04-01,p2,10.554
growth_qoq,2022-04-01,p3,4.462
growth_qoq,2022-04-01,p4,0.554
growth_qoq,2022-04-01,p5,3.297
growth_qoq,2022-04-01,p6,18.364
growth_qoq,2022-07-01,p0,2.976
growth_qoq,2022-07-01,p1,-8.402
growth_qoq,2022-07-01,p2,-5.808
growth_qoq,2022-07-01,p3,6.179
growth_qoq,2022-07-01,p4,4.42
growth_qoq,2022-07-01,p5,5.581
growth_qoq,2022-07-01,p6,-3.609
growth_qoq,2022-10-01,p0,2.166
growth_qoq,2022-10-01,p1,-7.703
growth_qoq,2022-10-01,p2,-3.147
growth_qoq,2022-10-01,p3,2.569
growth_qoq,2022-10-01,p4,0.206
growth_qoq,2022-10-01,p5,4.629
growth_qoq,2022-10-01,p6,6.514
growth_qoq,2023-01-01,p0,-5.308
growth_qoq,2023-01-01,p1,-16.505
growth_qoq,2023-01-01,p2,-2.383
growth_qoq,2023-01-01,p3,-6.419
growth_qoq,2023-01-01,p4,3.737
growth_qoq,2023-01-01,p5,-4.162
growth_qoq,2023-01-01,p6,-9.194
growth_qoq,2023-04-01,p0,-0.823
growth_qoq,2023-04-01,p1,4.898
growth_qoq,2023-04-01,p2,-7.957
growth_qoq,2023-04-01,p3,-2.408
growth_qoq,2023-04-01,p4,0.155
growth_qoq,2023-04-01,p5,0.022
growth_qoq,2023-04-01,p6,13.361
growth_qoq,2023-07-01,p0,5.34
growth_qoq,2023-07-01,p1,23.639
growth_qoq,2023-07-01,p2,-8.416
growth_qoq,2023-07-01,p3,4.312
growth_qoq,2023-07-01,p4,5.463
growth_qoq,2023-07-01,p5,5.645
growth_qoq,2023-07-01,p6,-1.485
growth_qoq,2023-10-01,p0,2.928
growth_qoq,2023-10-01,p1,-6.707
growth_qoq,2023-10-01,p2,9.866
growth_qoq,2023-10-01,p3,2.855
growth_qoq,2023-10-01,p4,-3.082
growth_qoq,2023-10-01,p5,3.76
growth_qoq,2023-10-01,p6,10.104
growth_qoq,2024-01-01,p0,-2.466
growth_qoq,2024-01-01,p1,-13.274
growth_qoq,2024-01-01,p2,14.85
growth_qoq,2024-01-01,p3,-3.737
growth_qoq,2024-01-01,p4,10.469
growth_qoq,2024-01-01,p5,-3.551
growth_qoq,2024-01-01,p6,-12.157
growth_qoq,2024-04-01,p0,1.618
growth_qoq,2024-04-01,p1,11.662
growth_qoq,2024-04-01,p2,-5.551
growth_qoq,2024-04-01,p3,1.867
growth_qoq,2024-04-01,p4,4.79
growth_qoq,2024-04-01,p5,1.111
growth_qoq,2024-04-01,p6,10.039
growth_qoq,2024-07-01,p0,3.84
growth_qoq,2024-07-01,p1,20.019
growth_qoq,2024-07-01,p2,-20.892
growth_qoq,2024-07-01,p3,4.752
growth_qoq,2024-07-01,p4,7.776
growth_qoq,2024-07-01,p5,4.724
growth_qoq,2024-07-01,p6,14.069
