series,date,type,value
abs,2021-04-01,e1.1.04,34691.0
abs,2021-04-01,e1.1.05,10383.0
abs,2021-04-01,e1.1.07,13707.0
abs,2021-04-01,e1.1.08,21890.0
abs,2021-04-01,e1.1.09,3614.0
abs,2021-04-01,e1.1.11,16108.0
abs,2021-04-01,e1.1.12,42259.0
abs,2021-04-01,e2,45194.0
abs,2021-04-01,e3,76636.0
abs,2021-04-01,e3.1,76637.0
abs,2021-04-01,e3.1.1,40657.0
abs,2021-04-01,e3.1.2,28721.0
abs,2021-04-01,e3.1.3,7259.0
abs,2021-04-01,e3.2,76636.0
abs,2021-04-01,e3.2.1,12687.0
abs,2021-04-01,e3.2.2,63949.0
abs,2021-04-01,e4,22243.0
abs,2021-04-01,e5,264782.0
abs,2021-04-01,e5.1,243185.0
abs,2021-04-01,e5.2,21597.0
abs,2021-04-01,e6,239471.0
abs,2021-04-01,e6.1,202706.0
abs,2021-04-01,e6.2,36766.0
abs,2021-07-01,e0,378487.0
abs,2021-07-01,e1,226701.0
abs,2021-07-01,e1.1.01,65536.0
abs,2021-07-01,e1.1.03,7202.0
abs,2021-07-01,e1.1.04,37003.0
abs,2021-07-01,e1.1.05,10743.0
abs,2021-07-01,e1.1.07,19026.0
abs,2021-07-01,e1.1.08,21911.0
abs,2021-07-01,e1.1.09,6575.0
abs,2021-07-01,e1.1.11,15574.0
abs,2021-07-01,e1.1.12,43131.0
abs,2021-07-01,e2,45647.0
abs,2021-07-01,e3,69376.0
abs,2021-07-01,e3.1,69377.0
abs,2021-07-01,e3.1.1,34085.0
abs,2021-07-01,e3.1.2,28471.0
abs,2021-07-01,e3.1.3,6821.0
abs,2021-07-01,e3.2,69377.0
abs,2021-07-01,e3.2.1,13531.0
abs,2021-07-01,e3.2.2,55846.0
abs,2021-07-01,e4,9735.0
abs,2021-07-01,e5,274844.0
abs,2021-07-01,e5.1,253198.0
abs,2021-07-01,e5.2,21646.0
abs,2021-07-01,e6,247817.0
abs,2021-07-01,e6.1,208280.0
abs,2021-07-01,e6.2,39537.0
abs,2021-10-01,e0,424517.0
abs,2021-10-01,e1,237112.0
abs,2021-10-01,e1.1.01,60762.0
abs,2021-10-01,e1.1.03,7451.0
abs,2021-10-01,e1.1.04,35752.0
abs,2021-10-01,e1.1.05,10763.0
abs,2021-10-01,e1.1.07,29552.0
abs,2021-10-01,e1.1.08,22413.0
abs,2021-10-01,e1.1.09,7975.0
abs,2021-10-01,e1.1.11,19547.0
abs,2021-10-01,e1.1.12,42898.0
abs,2021-10-01,e2,60512.0
abs,2021-10-01,e3,74006.0
abs,2021-10-01,e3.1,74006.0
abs,2021-10-01,e3.1.1,37010.0
abs,2021-10-01,e3.1.2,30795.0
abs,2021-10-01,e3.1.3,6201.0
abs,2021-10-01,e3.2,74007.0
abs,2021-10-01,e3.2.1,25912.0
abs,2021-10-01,e3.2.2,48095.0
abs,2021-10-01,e4,15473.0
abs,2021-10-01,e5,308023.0
abs,2021-10-01,e5.1,284024.0
abs,2021-10-01,e5.2,23999.0
abs,2021-10-01,e6,270609.0
abs,2021-10-01,e6.1,228787.0
abs,2021-10-01,e6.2,41822.0
abs,2022-01-01,e0,422454.0
abs,2022-01-01,e1,247029.0
abs,2022-01-01,e1.1.01,63573.0
abs,2022-01-01,e1.1.03,6901.0
abs,2022-01-01,e1.1.04,37655.0
abs,2022-01-01,e1.1.05,12150.0
abs,2022-01-01,e1.1.07,30696.0
abs,2022-01-01,e1.1.08,23794.0
abs,2022-01-01,e1.1.09,7098.0
abs,2022-01-01,e1.1.11,20759.0
abs,2022-01-01,e1.1.12,44404.0
abs,2022-01-01,e2,47758.0
abs,2022-01-01,e3,80793.0
abs,2022-01-01,e3.1,80792.0
abs,2022-01-01,e3.1.1,41914.0
abs,2022-01-01,e3.1.2,32822.0
abs,2022-01-01,e3.1.3,6056.0
abs,2022-01-01,e3.2,80792.0
abs,2022-01-01,e3.2.1,15286.0
abs,2022-01-01,e3.2.2,65506.0
abs,2022-01-01,e4,21890.0
abs,2022-01-01,e5,305106.0
abs,2022-01-01,e5.1,280098.0
abs,2022-01-01,e5.2,25008.0
abs,2022-01-01,e6,280122.0
abs,2022-01-01,e6.1,237221.0
abs,2022-01-01,e6.2,42900.0
abs,2022-04-01,e0,445013.0
abs,2022-04-01,e1,248515.0
abs,2022-04-01,e1.1.01,66108.0
abs,2022-04-01,e1.1.03,6907.0
abs,2022-04-01,e1.1.04,38557.0
abs,2022-04-01,e1.1.05,12506.0
abs,2022-04-01,e1.1.07,27058.0
abs,2022-04-01,e1.1.08,24187.0
abs,2022-04-01,e1.1.09,6438.0
abs,2022-04-01,e1.1.11,23685.0
abs,2022-04-01,e1.1.12,43068.0
abs,2022-04-01,e2,46941.0
abs,2022-04-01,e3,82990.0
abs,2022-04-01,e3.1,82990.0
abs,2022-04-01,e3.1.1,43443.0
abs,2022-04-01,e3.1.2,32139.0
abs,2022-04-01,e3.1.3,7408.0
abs,2022-04-01,e3.2,82990.0
abs,2022-04-01,e3.2.1,13402.0
abs,2022-04-01,e3.2.2,69588.0
abs,2022-04-01,e4,43784.0
abs,2022-04-01,e5,341985.0
abs,2022-04-01,e5.1,309730.0
abs,2022-04-01,e5.2,32255.0
abs,2022-04-01,e6,319202.0
abs,2022-04-01,e6.1,271685.0
abs,2022-04-01,e6.2,47517.0
abs,2022-07-01,e0,458256.0
abs,2022-07-01,e1,272391.0
abs,2022-07-01,e1.1.01,74835.0
abs,2022-07-01,e1.1.03,9085.0
abs,2022-07-01,e1.1.04,41139.0
abs,2022-07-01,e1.1.05,13047.0
abs,2022-07-01,e1.1.07,31036.0
abs,2022-07-01,e1.1.08,24245.0
abs,2022-07-01,e1.1.09,11893.0
abs,2022-07-01,e1.1.11,23860.0
abs,2022-07-01,e1.1.12,43251.0
abs,2022-07-01,e2,49392.0
abs,2022-07-01,e3,80537.0
abs,2022-07-01,e3.1,80538.0
abs,2022-07-01,e3.1.1,40870.0
abs,2022-07-01,e3.1.2,32293.0
abs,2022-07-01,e3.1.3,7375.0
abs,2022-07-01,e3.2,80538.0
abs,2022-07-01,e3.2.1,15674.0
abs,2022-07-01,e3.2.2,64864.0
abs,2022-07-01,e4,19970.0
abs,2022-07-01,e5,369843.0
abs,2022-07-01,e5.1,329476.0
abs,2022-07-01,e5.2,40366.0
abs,2022-07-01,e6,333876.0
abs,2022-07-01,e6.1,281519.0
abs,2022-07-01,e6.2,52357.0
abs,2022-10-01,e0,468181.0
abs,2022-10-01,e1,265483.0
abs,2022-10-01,e1.1.01,68531.0
abs,2022-10-01,e1.1.03,8938.0
abs,2022-10-01,e1.1.04,39774.0
abs,2022-10-01,e1.1.05,11522.0
abs,2022-10-01,e1.1.07,34190.0
abs,2022-10-01,e1.1.08,24140.0
abs,2022-10-01,e1.1.09,11704.0
abs,2022-10-01,e1.1.11,24250.0
abs,2022-10-01,e1.1.12,42434.0
abs,2022-10-01,e2,63782.0
abs,2022-10-01,e3,82355.0
abs,2022-10-01,e3.1,82355.0
abs,2022-10-01,e3.1.1,41642.0
abs,2022-10-01,e3.1.2,34238.0
abs,2022-10-01,e3.1.3,6475.0
abs,2022-10-01,e3.2,82355.0
abs,2022-10-01,e3.2.1,28075.0
abs,2022-10-01,e3.2.2,54280.0
abs,2022-10-01,e4,11223.0
abs,2022-10-01,e5,361684.0
abs,2022-10-01,e5.1,317922.0
abs,2022-10-01,e5.2,43762.0
abs,2022-10-01,e6,316347.0
abs,2022-10-01,e6.1,259525.0
abs,2022-10-01,e6.2,56821.0
abs,2023-01-01,e0,443332.374
abs,2023-01-01,e1,269078.407
abs,2023-01-01,e1.1.01,70338.174
abs,2023-01-01,e1.1.03,7970.017
abs,2023-01-01,e1.1.04,41669.288
abs,2023-01-01,e1.1.05,12957.111
abs,2023-01-01,e1.1.07,35159.369
abs,2023-01-01,e1.1.08,25224.2
abs,2023-01-01,e1.1.09,7599.209
abs,2023-01-01,e1.1.11,24215.882
abs,2023-01-01,e1.1.12,43945.157
abs,2023-01-01,e2,47590.82
abs,2023-01-01,e3,86351.914
abs,2023-01-01,e3.1,86351.915
abs,2023-01-01,e3.1.1,45856.73
abs,2023-01-01,e3.1.2,34346.525
abs,2023-01-01,e3.1.3,6148.66
abs,2023-01-01,e3.2,86351.914
abs,2023-01-01,e3.2.1,16479.482
abs,2023-01-01,e3.2.2,69872.432
abs,2023-01-01,e4,11272.561
abs,2023-01-01,e5,304431.413
abs,2023-01-01,e5.1,263129.592
abs,2023-01-01,e5.2,41301.821
abs,2023-01-01,e6,275392.741
abs,2023-01-01,e6.1,220622.077
abs,2023-01-01,e6.2,54770.664
abs,2023-04-01,e0,439683.422
abs,2023-04-01,e1,262876.702
abs,2023-04-01,e1.1.01,70822.737
abs,2023-04-01,e1.1.03,7482.864
abs,2023-04-01,e1.1.04,41703.306
abs,2023-04-01,e1.1.05,13004.068
abs,2023-04-01,e1.1.07,29427.291
abs,2023-04-01,e1.1.08,25274.686
abs,2023-04-01,e1.1.09,6775.979
abs,2023-04-01,e1.1.11,26587.357
abs,2023-04-01,e1.1.12,41798.414
abs,2023-04-01,e2,49083.562
abs,2023-04-01,e3,89377.783
abs,2023-04-01,e3.1,89377.783
abs,2023-04-01,e3.1.1,47157.495
abs,2023-04-01,e3.1.2,34045.1
abs,2023-04-01,e3.1.3,8175.188
abs,2023-04-01,e3.2,89377.783
abs,2023-04-01,e3.2.1,14781.323
abs,2023-04-01,e3.2.2,74596.46
abs,2023-04-01,e4,20921.873
abs,2023-04-01,e5,302578.629
abs,2023-04-01,e5.1,254856.948
abs,2023-04-01,e5.2,47721.681
abs,2023-04-01,e6,285155.128
abs,2023-04-01,e6.1,225622.765
abs,2023-04-01,e6.2,59532.363
abs,2023-07-01,e0,463163.026
abs,2023-07-01,e1,288789.147
abs,2023-07-01,e1.1.01,80704.002
abs,2023-07-01,e1.1.03,9532.156
abs,2023-07-01,e1.1.04,44441.206
abs,2023-07-01,e1.1.05,13610.1
abs,2023-07-01,e1.1.07,34402.432
abs,2023-07-01,e1.1.08,25293.424
abs,2023-07-01,e1.1.09,12502.606
abs,2023-07-01,e1.1.11,27056.824
abs,2023-07-01,e1.1.12,41246.396
abs,2023-07-01,e2,52559.591
abs,2023-07-01,e3,86109.334
abs,2023-07-01,e3.1,86109.333
abs,2023-07-01,e3.1.1,44563.578
abs,2023-07-01,e3.1.2,34075.921
abs,2023-07-01,e3.1.3,7469.834
abs,2023-07-01,e3.2,86109.334
abs,2023-07-01,e3.2.1,17182.323
abs,2023-07-01,e3.2.2,68927.011
abs,2023-07-01,e4,12628.051
abs,2023-07-01,e5,312074.968
abs,2023-07-01,e5.1,261314.067
abs,2023-07-01,e5.2,50760.901
abs,2023-07-01,e6,288998.065
abs,2023-07-01,e6.1,227712.675
abs,2023-07-01,e6.2,61285.39
abs,2023-10-01,e0,476725.621
abs,2023-10-01,e1,281766.415
abs,2023-10-01,e1.1.01,73761.282
abs,2023-10-01,e1.1.03,9179.039
abs,2023-10-01,e1.1.04,42674.363
abs,2023-10-01,e1.1.05,12384.86
abs,2023-10-01,e1.1.07,37764.803
abs,2023-10-01,e1.1.08,25071.307
abs,2023-10-01,e1.1.09,12841.176
abs,2023-10-01,e1.1.11,27322.207
abs,2023-10-01,e1.1.12,40767.377
abs,2023-10-01,e2,68589.793
abs,2023-10-01,e3,88894.095
abs,2023-10-01,e3.1,88894.095
abs,2023-10-01,e3.1.1,44546.833
abs,2023-10-01,e3.1.2,37737.215
abs,2023-10-01,e3.1.3,6610.047
abs,2023-10-01,e3.2,88894.095
abs,2023-10-01,e3.2.1,31579.079
abs,2023-10-01,e3.2.2,57315.016
abs,2023-10-01,e4,14055.985
abs,2023-10-01,e5,331097.51
abs,2023-10-01,e5.1,275886.638
abs,2023-10-01,e5.2,55210.872
abs,2023-10-01,e6,307678.177
abs,2023-10-01,e6.1,245072.307
abs,2023-10-01,e6.2,62605.87
abs,2024-01-01,e0,464970.479
abs,2024-01-01,e1,284612.578
abs,2024-01-01,e1.1.01,73703.675
abs,2024-01-01,e1.1.03,8402.091
abs,2024-01-01,e1.1.04,46055.753
abs,2024-01-01,e1.1.05,14204.179
abs,2024-01-01,e1.1.07,37961.802
abs,2024-01-01,e1.1.08,26219.612
abs,2024-01-01,e1.1.09,8270.851
abs,2024-01-01,e1.1.11,27177.84
abs,2024-01-01,e1.1.12,42616.775
abs,2024-01-01,e2,51922.176
abs,2024-01-01,e3,95431.753
abs,2024-01-01,e3.1,95431.752
abs,2024-01-01,e3.1.1,51295.951
abs,2024-01-01,e3.1.2,37708.041
abs,2024-01-01,e3.1.3,6427.76
abs,2024-01-01,e3.2,95431.753
abs,2024-01-01,e3.2.1,18551.545
abs,2024-01-01,e3.2.2,76880.208
abs,2024-01-01,e4,8282.638
abs,2024-01-01,e5,327958.994
abs,2024-01-01,e5.1,272205.93
abs,2024-01-01,e5.2,55753.064
abs,2024-01-01,e6,303237.661
abs,2024-01-01,e6.1,240203.152
abs,2024-01-01,e6.2,63034.509
abs,2024-04-01,e0,472495.412
abs,2024-04-01,e1,281586.602
abs,2024-04-01,e1.1.01,76371.152
abs,2024-04-01,e1.1.03,8244.304
abs,2024-04-01,e1.1.04,44673.779
abs,2024-04-01,e1.1.05,14166.853
abs,2024-04-01,e1.1.07,32459.351
abs,2024-04-01,e1.1.08,26245.841
abs,2024-04-01,e1.1.09,7314.514
abs,2024-04-01,e1.1.11,29896.207
abs,2024-04-01,e1.1.12,42214.6
abs,2024-04-01,e2,51747.244
abs,2024-04-01,e3,100984.491
abs,2024-04-01,e3.1,100984.491
abs,2024-04-01,e3.1.1,53560.978
abs,2024-04-01,e3.1.2,38930.176
abs,2024-04-01,e3.1.3,8493.337
abs,2024-04-01,e3.2,100984.491
abs,2024-04-01,e3.2.1,16389.047
abs,2024-04-01,e3.2.2,84595.444
abs,2024-04-01,e4,18514.543
abs,2024-04-01,e5,336878.273
abs,2024-04-01,e5.1,278082.16
abs,2024-04-01,e5.2,58796.113
abs,2024-04-01,e6,317215.741
abs,2024-04-01,e6.1,253506.51
abs,2024-04-01,e6.2,63709.231
abs,2024-07-01,e0,490640.984
abs,2024-07-01,e1,307468.695
abs,2024-07-01,e1.1.01,83887.819
abs,2024-07-01,e1.1.03,10385.866
abs,2024-07-01,e1.1.04,48282.659
abs,2024-07-01,e1.1.05,14455.383
abs,2024-07-01,e1.1.07,39671.164
abs,2024-07-01,e1.1.08,26470.833
abs,2024-07-01,e1.1.09,13473.684
abs,2024-07-01,e1.1.11,31411.891
abs,2024-07-01,e1.1.12,39429.397
abs,2024-07-01,e2,56155.941
abs,2024-07-01,e3,100594.09
abs,2024-07-01,e3.1,100594.09
abs,2024-07-01,e3.1.1,53265.057
abs,2024-07-01,e3.1.2,39111.097
abs,2024-07-01,e3.1.3,8217.936
abs,2024-07-01,e3.2,100594.09
abs,2024-07-01,e3.2.1,19968.736
abs,2024-07-01,e3.2.2,80625.354
abs,2024-07-01,e4,4862.797
abs,2024-07-01,e5,353428.654
abs,2024-07-01,e5.1,289573.66
abs,2024-07-01,e5.2,63854.994
abs,2024-07-01,e6,331869.193
abs,2024-07-01,e6.1,266435.111
abs,2024-07-01,e6.2,65434.082
growth_yoy,2016-01-01,e0,4.748
growth_yoy,2016-01-01,e1,8.142
growth_yoy,2016-01-01,e1.1.01,9.828
growth_yoy,2016-01-01,e1.1.03,8.683
growth_yoy,2016-01-01,e1.1.04,9.965
growth_yoy,2016-01-01,e1.1.05,7.692
growth_yoy,2016-01-01,e1.1.07,5.498
growth_yoy,2016-01-01,e1.1.08,10.108
growth_yoy,2016-01-01,e1.1.09,6.21
growth_yoy,2016-01-01,e1.1.11,9.824
growth_yoy,2016-01-01,e1.1.12,4.693
growth_yoy,2016-01-01,e2,3.645
growth_yoy,2016-01-01,e3,2.218
growth_yoy,2016-01-01,e3.1,2.215
growth_yoy,2016-01-01,e3.1.1,8.773
growth_yoy,2016-01-01,e3.1.2,-7.166
growth_yoy,2016-01-01,e3.1.3,-2.281
growth_yoy,2016-01-01,e3.2,2.215
growth_yoy,2016-01-01,e3.2.1,-3.342
growth_yoy,2016-01-01,e3.2.2,4.839
growth_yoy,2016-01-01,e5,1.648
growth_yoy,2016-01-01,e5.1,0.18
growth_yoy,2016-01-01,e5.2,8.726
growth_yoy,2016-01-01,e6,5.391
growth_yoy,2016-01-01,e6.1,3.133
growth_yoy,2016-01-01,e6.2,13.604
growth_yoy,2016-04-01,e0,5.352
growth_yoy,2016-04-01,e1,7.789
growth_yoy,2016-04-01,e1.1.01,11.15
growth_yoy,2016-04-01,e1.1.03,9.849
growth_yoy,2016-04-01,e1.1.04,9.248
growth_yoy,2016-04-01,e1.1.05,7.839
growth_yoy,2016-04-01,e1.1.07,3.15
growth_yoy,2016-04-01,e1.1.08,10.143
growth_yoy,2016-04-01,e1.1.09,5.945
growth_yoy,2016-04-01,e1.1.11,9.75
growth_yoy,2016-04-01,e1.1.12,3.432
growth_yoy,2016-04-01,e2,6.435
growth_yoy,2016-04-01,e3,8.34
growth_yoy,2016-04-01,e3.1,8.34
growth_yoy,2016-04-01,e3.1.1,8.76
growth_yoy,2016-04-01,e3.1.2,9.643
growth_yoy,2016-04-01,e3.1.3,1.515
growth_yoy,2016-04-01,e3.2,8.34
growth_yoy,2016-04-01,e3.2.1,9.187
growth_yoy,2016-04-01,e3.2.2,8.031
growth_yoy,2016-04-01,e5,2.535
growth_yoy,2016-04-01,e5.1,0.39
growth_yoy,2016-04-01,e5.2,13.234
growth_yoy,2016-04-01,e6,4.076
growth_yoy,2016-04-01,e6.1,2.888
growth_yoy,2016-04-01,e6.2,8.482
growth_yoy,2016-07-01,e0,6.494
growth_yoy,2016-07-01,e1,7.553
growth_yoy,2016-07-01,e1.1.01,11.427
growth_yoy,2016-07-01,e1.1.03,10.157
growth_yoy,2016-07-01,e1.1.04,8.753
growth_yoy,2016-07-01,e1.1.05,7.125
growth_yoy,2016-07-01,e1.1.07,2.594
growth_yoy,2016-07-01,e1.1.08,9.519
growth_yoy,2016-07-01,e1.1.09,7.729
growth_yoy,2016-07-01,e1.1.11,10.123
growth_yoy,2016-07-01,e1.1.12,2.251
growth_yoy,2016-07-01,e2,3.188
growth_yoy,2016-07-01,e3,4.096
growth_yoy,2016-07-01,e3.1,4.094
growth_yoy,2016-07-01,e3.1.1,7.706
growth_yoy,2016-07-01,e3.1.2,1.809
growth_yoy,2016-07-01,e3.1.3,-10.22
growth_yoy,2016-07-01,e3.2,4.096
growth_yoy,2016-07-01,e3.2.1,-2.332
growth_yoy,2016-07-01,e3.2.2,7.058
growth_yoy,2016-07-01,e5,0.23
growth_yoy,2016-07-01,e5.1,-0.935
growth_yoy,2016-07-01,e5.2,6.135
growth_yoy,2016-07-01,e6,-0.498
growth_yoy,2016-07-01,e6.1,-0.956
growth_yoy,2016-07-01,e6.2,1.175
growth_yoy,2016-10-01,e0,7.958
growth_yoy,2016-10-01,e1,7.77
growth_yoy,2016-10-01,e1.1.01,10.927
growth_yoy,2016-10-01,e1.1.03,10.465
growth_yoy,2016-10-01,e1.1.04,7.89
growth_yoy,2016-10-01,e1.1.05,7.165
growth_yoy,2016-10-01,e1.1.07,3.494
growth_yoy,2016-10-01,e1.1.08,9.631
growth_yoy,2016-10-01,e1.1.09,8.038
growth_yoy,2016-10-01,e1.1.11,10.449
growth_yoy,2016-10-01,e1.1.12,3.79
growth_yoy,2016-10-01,e2,-3.146
growth_yoy,2016-10-01,e3,4.262
growth_yoy,2016-10-01,e3.1,4.262
growth_yoy,2016-10-01,e3.1.1,5.174
growth_yoy,2016-10-01,e3.1.2,3.769
growth_yoy,2016-10-01,e3.1.3,0.398
growth_yoy,2016-10-01,e3.2,4.259
growth_yoy,2016-10-01,e3.2.1,1.486
growth_yoy,2016-10-01,e3.2.2,6.989
growth_yoy,2016-10-01,e5,3.872
growth_yoy,2016-10-01,e5.1,3.443
growth_yoy,2016-10-01,e5.2,6.073
growth_yoy,2016-10-01,e6,3.675
growth_yoy,2016-10-01,e6.1,3.942
growth_yoy,2016-10-01,e6.2,2.713
growth_yoy,2017-01-01,e0,11.422
growth_yoy,2017-01-01,e1,10.999
growth_yoy,2017-01-01,e1.1.01,11.873
growth_yoy,2017-01-01,e1.1.03,11.082
growth_yoy,2017-01-01,e1.1.04,6.813
growth_yoy,2017-01-01,e1.1.05,7.451
growth_yoy,2017-01-01,e1.1.07,20.991
growth_yoy,2017-01-01,e1.1.08,10.782
growth_yoy,2017-01-01,e1.1.09,8.025
growth_yoy,2017-01-01,e1.1.11,10.286
growth_yoy,2017-01-01,e1.1.12,8.756
growth_yoy,2017-01-01,e2,9.247
growth_yoy,2017-01-01,e3,11.461
growth_yoy,2017-01-01,e3.1,11.464
growth_yoy,2017-01-01,e3.1.1,6.049
growth_yoy,2017-01-01,e3.1.2,23.951
growth_yoy,2017-01-01,e3.1.3,2.303
growth_yoy,2017-01-01,e3.2,11.463
growth_yoy,2017-01-01,e3.2.1,4.879
growth_yoy,2017-01-01,e3.2.2,14.329
growth_yoy,2017-01-01,e5,17.532
growth_yoy,2017-01-01,e5.1,20.908
growth_yoy,2017-01-01,e5.2,2.539
growth_yoy,2017-01-01,e6,18.357
growth_yoy,2017-01-01,e6.1,22.876
growth_yoy,2017-01-01,e6.2,3.438
growth_yoy,2017-04-01,e0,10.191
growth_yoy,2017-04-01,e1,10.976
growth_yoy,2017-04-01,e1.1.01,12.241
growth_yoy,2017-04-01,e1.1.03,12.012
growth_yoy,2017-04-01,e1.1.04,6.508
growth_yoy,2017-04-01,e1.1.05,8.605
growth_yoy,2017-04-01,e1.1.07,18.425
growth_yoy,2017-04-01,e1.1.08,10.944
growth_yoy,2017-04-01,e1.1.09,8.227
growth_yoy,2017-04-01,e1.1.11,11.077
growth_yoy,2017-04-01,e1.1.12,9.864
growth_yoy,2017-04-01,e2,4.848
growth_yoy,2017-04-01,e3,5.904
growth_yoy,2017-04-01,e3.1,5.905
growth_yoy,2017-04-01,e3.1.1,7.144
growth_yoy,2017-04-01,e3.1.2,5.666
growth_yoy,2017-04-01,e3.1.3,-1.257
growth_yoy,2017-04-01,e3.2,5.905
growth_yoy,2017-04-01,e3.2.1,-2.577
growth_yoy,2017-04-01,e3.2.2,9.036
growth_yoy,2017-04-01,e5,17.605
growth_yoy,2017-04-01,e5.1,19.502
growth_yoy,2017-04-01,e5.2,9.217
growth_yoy,2017-04-01,e6,15.699
growth_yoy,2017-04-01,e6.1,17.097
growth_yoy,2017-04-01,e6.2,10.781
growth_yoy,2017-07-01,e0,9.759
growth_yoy,2017-07-01,e1,11.154
growth_yoy,2017-07-01,e1.1.01,12.642
growth_yoy,2017-07-01,e1.1.03,12.384
growth_yoy,2017-07-01,e1.1.04,8.215
growth_yoy,2017-07-01,e1.1.05,9.832
growth_yoy,2017-07-01,e1.1.07,17.094
growth_yoy,2017-07-01,e1.1.08,11.422
growth_yoy,2017-07-01,e1.1.09,8.154
growth_yoy,2017-07-01,e1.1.11,11.812
growth_yoy,2017-07-01,e1.1.12,7.712
growth_yoy,2017-07-01,e2,4.642
growth_yoy,2017-07-01,e3,8.56
growth_yoy,2017-07-01,e3.1,8.562
growth_yoy,2017-07-01,e3.1.1,6.239
growth_yoy,2017-07-01,e3.1.2,12.825
growth_yoy,2017-07-01,e3.1.3,8.466
growth_yoy,2017-07-01,e3.2,8.559
growth_yoy,2017-07-01,e3.2.1,6.642
growth_yoy,2017-07-01,e3.2.2,9.365
growth_yoy,2017-07-01,e5,17.223
growth_yoy,2017-07-01,e5.1,18.217
growth_yoy,2017-07-01,e5.2,12.524
growth_yoy,2017-07-01,e6,17.427
growth_yoy,2017-07-01,e6.1,18.649
growth_yoy,2017-07-01,e6.2,13.061
growth_yoy,2017-10-01,e0,8.095
growth_yoy,2017-10-01,e1,10.954
growth_yoy,2017-10-01,e1.1.01,12.083
growth_yoy,2017-10-01,e1.1.03,10.861
growth_yoy,2017-10-01,e1.1.04,7.816
growth_yoy,2017-10-01,e1.1.05,8.154
growth_yoy,2017-10-01,e1.1.07,15.69
growth_yoy,2017-10-01,e1.1.08,10.654
growth_yoy,2017-10-01,e1.1.09,8.136
growth_yoy,2017-10-01,e1.1.11,12.194
growth_yoy,2017-10-01,e1.1.12,9.727
growth_yoy,2017-10-01,e2,7.446
growth_yoy,2017-10-01,e3,5.678
growth_yoy,2017-10-01,e3.1,5.678
growth_yoy,2017-10-01,e3.1.1,5.452
growth_yoy,2017-10-01,e3.1.2,8.445
growth_yoy,2017-10-01,e3.1.3,-3.668
growth_yoy,2017-10-01,e3.2,5.68
growth_yoy,2017-10-01,e3.2.1,-0.161
growth_yoy,2017-10-01,e3.2.2,11.134
growth_yoy,2017-10-01,e5,8.982
growth_yoy,2017-10-01,e5.1,9.254
growth_yoy,2017-10-01,e5.2,7.62
growth_yoy,2017-10-01,e6,10.362
growth_yoy,2017-10-01,e6.1,10.305
growth_yoy,2017-10-01,e6.2,10.571
growth_yoy,2018-01-01,e0,5.475
growth_yoy,2018-01-01,e1,8.758
growth_yoy,2018-01-01,e1.1.01,9.35
growth_yoy,2018-01-01,e1.1.03,10.828
growth_yoy,2018-01-01,e1.1.04,6.887
growth_yoy,2018-01-01,e1.1.05,8.0
growth_yoy,2018-01-01,e1.1.07,4.292
growth_yoy,2018-01-01,e1.1.08,10.199
growth_yoy,2018-01-01,e1.1.09,7.464
growth_yoy,2018-01-01,e1.1.11,10.974
growth_yoy,2018-01-01,e1.1.12,12.281
growth_yoy,2018-01-01,e2,0.718
growth_yoy,2018-01-01,e3,0.705
growth_yoy,2018-01-01,e3.1,0.703
growth_yoy,2018-01-01,e3.1.1,3.685
growth_yoy,2018-01-01,e3.1.2,-4.251
growth_yoy,2018-01-01,e3.1.3,1.542
growth_yoy,2018-01-01,e3.2,0.705
growth_yoy,2018-01-01,e3.2.1,1.384
growth_yoy,2018-01-01,e3.2.2,0.434
growth_yoy,2018-01-01,e5,2.385
growth_yoy,2018-01-01,e5.1,2.119
growth_yoy,2018-01-01,e5.2,3.777
growth_yoy,2018-01-01,e6,-1.42
growth_yoy,2018-01-01,e6.1,-2.467
growth_yoy,2018-01-01,e6.2,2.683
growth_yoy,2018-04-01,e0,5.749
growth_yoy,2018-04-01,e1,9.551
growth_yoy,2018-04-01,e1.1.01,10.107
growth_yoy,2018-04-01,e1.1.03,10.724
growth_yoy,2018-04-01,e1.1.04,7.484
growth_yoy,2018-04-01,e1.1.05,8.59
growth_yoy,2018-04-01,e1.1.07,5.203
growth_yoy,2018-04-01,e1.1.08,10.759
growth_yoy,2018-04-01,e1.1.09,8.285
growth_yoy,2018-04-01,e1.1.11,12.416
growth_yoy,2018-04-01,e1.1.12,12.521
growth_yoy,2018-04-01,e2,3.501
growth_yoy,2018-04-01,e3,2.187
growth_yoy,2018-04-01,e3.1,2.186
growth_yoy,2018-04-01,e3.1.1,3.573
growth_yoy,2018-04-01,e3.1.2,0.948
growth_yoy,2018-04-01,e3.1.3,-2.837
growth_yoy,2018-04-01,e3.2,2.186
growth_yoy,2018-04-01,e3.2.1,-9.423
growth_yoy,2018-04-01,e3.2.2,6.014
growth_yoy,2018-04-01,e5,2.719
growth_yoy,2018-04-01,e5.1,3.45
growth_yoy,2018-04-01,e5.2,-0.82
growth_yoy,2018-04-01,e6,4.675
growth_yoy,2018-04-01,e6.1,5.692
growth_yoy,2018-04-01,e6.2,0.892
growth_yoy,2018-07-01,e0,5.831
growth_yoy,2018-07-01,e1,9.858
growth_yoy,2018-07-01,e1.1.01,10.955
growth_yoy,2018-07-01,e1.1.03,12.598
growth_yoy,2018-07-01,e1.1.04,7.591
growth_yoy,2018-07-01,e1.1.05,8.622
